Timestamp,Start Position,Minutes Delivered,User ID
2/21/20 11:02,2432.288905,0.066015486,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:02,2391.128143,2.844079156,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:06,2546.001038,12.07364887,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:18,3047.209664,0.028170638,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:18,3105.498138,0.023115293,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:18,3076.350738,0.054864748,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:18,3055.856587,0.383926428,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:19,3078.721659,3.818894695,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:24,3307.936251,17.36208106,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:42,4595.974283,0.150860657,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:42,4521.682898,0.241152045,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:42,4585.034902,0.243141716,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:42,5014.596734,0.021173267,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:42,4915.260801,0.019423897,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:42,4834.077492,0.01836137,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:43,4742.185838,0.016993506,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:43,4650.724835,13.16931034,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 11:56,5440.917978,26.61084762,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 12:22,7092.060881,0.05142869,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 12:22,7054.644981,2.038822256,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 12:25,7445.087746,0.018739217,cf6a23d5-04ed-42a8-b67a-aab4015fa821
2/21/20 12:25,7418.838592,0.02762034,cf6a23d5-04ed-42a8-b67a-aab4015fa821
